City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,sao jose da coroa grande,-8.8978,-35.1478,26.47,74,31,3.73,BR,1740007900
345,lycksele,64.5954,18.6735,-17.07,85,60,1.03,SE,1740007901
346,bharatpur,27.2167,77.4833,15.77,67,50,3.6,IN,1740007902
347,mbandaka,0.0487,18.2603,23.6,83,77,0.5,CD,1740007903
348,masterton,-40.9597,175.6575,25.37,30,0,4.18,NZ,1740007906
349,den helder,52.9599,4.7593,2.02,71,85,7.76,NL,1740007907
350,cole harbour,44.6724,-63.4751,-2.26,72,97,4.12,CA,1740007878
351,benguela,-12.5763,13.4055,26.34,82,98,3.42,AO,1740007909
352,fish town,5.1964,-7.8756,23.48,98,100,0.81,LR,1740007910
353,lusambo,-4.9667,23.45,21.21,98,87,1.19,CD,1740007911
354,labrador city,52.9463,-66.9114,-7.05,79,75,9.26,CA,1740007912
355,chul'man,56.8479,124.9104,-24.6,98,100,2.57,RU,1740007913
356,constitucion,-35.3333,-72.4167,14.92,88,52,2.31,CL,1740007914
357,la ronge,55.1001,-105.2842,-15.86,30,0,2.57,CA,1740007916
358,paragominas,-2.9667,-47.4833,22.83,98,85,1.66,BR,1740007917
359,singaraja,-8.112,115.0882,26.1,87,100,1.43,ID,1740007918
360,tamanrasset,22.785,5.5228,9.95,20,0,1.03,DZ,1740007777
